generated,log_probs,linear_probs,correct_answer
"['A', ')', ' Cin', 'ch', 'on', 'ism']","[-0.00027480218, -3.1281633e-07, -5.5122365e-07, -4.246537e-06, -3.1424974e-05, 0.0]","[99.97252355746606, 99.99996871837189, 99.9999448776502, 99.99957534720166, 99.99685755197594, 100.0]",C
"['A', ')', ' Fat']","[-0.689434, -1.867018e-05, -5.5577775e-06]","[50.18600414777584, 99.99813299942866, 99.99944422379444]",B
"['B', ')', ' Tak', 'ay', 'asu', ' arter', 'itis']","[-0.0053413208, -3.1281633e-07, 0.0, -1.0802739e-05, -5.5122365e-07, -8.776276e-06, -1.7478143e-05]","[99.4672918690102, 99.99996871837189, 100.0, 99.99891973193493, 99.9999448776502, 99.99912237625114, 99.99825220097418]",B
"['D', ')', ' Nic', 'ou', 'mal', 'one']","[-0.41669273, -2.220075e-06, -4.00813e-06, -1.0802739e-05, -1.6166903e-05, -3.5477897e-05]","[65.92234484160602, 99.99977799274644, 99.99959918780326, 99.99891973193493, 99.99838332276838, 99.99645227323332]",B
"['B', ')', ' Left', ' atr', 'ial', ' enlargement']","[-0.13611118, -2.4584822e-06, -4.723352e-06, -4.246537e-06, -8.657073e-06, -1.0325924e-05]","[87.27455952392398, 99.9997541520822, 99.9995276659155, 99.99957534720166, 99.99913429644724, 99.99896741293122]",A
"['B', ')', ' D', 'ige', 'orge', ' syndrome']","[-0.00080093055, -6.704273e-07, -0.010260405, -5.5122365e-07, -7.58424e-06, -0.00031758897]","[99.91993901092586, 99.99993295729247, 98.97920533873149, 99.9999448776502, 99.99924157887602, 99.96824614560386]",D
"['A', ')', ' N', 'iac', 'in']","[-0.42858288, -2.577686e-06, -6.575563e-05, -1.2664457e-06, -1.504853e-06]","[65.14315976659327, 99.99974223173223, 99.9934246531854, 99.99987335551019, 99.99984951481323]",B
"['D', ')', ' L', 'ys', 'ine']","[-0.0025909927, -4.3202e-07, -5.5122365e-07, -5.5122365e-07, -6.511407e-06]","[99.74123610244686, 99.99995679800934, 99.9999448776502, 99.9999448776502, 99.99934886141992]",A
"['C', ')', ' Tib', 'ial', ' tub', 'erc', 'le']","[-0.0030902512, -1.9361265e-07, -1.3856493e-06, -1.11603495e-05, -5.6769813e-06, -1.2664457e-06, -9.968313e-06]","[99.69145187115662, 99.99998063873687, 99.99986143516601, 99.99888397127765, 99.9994323034814, 99.99987335551019, 99.99900317366834]",C
"['D', ')', ' Le', 'ish', 'man', ' stain']","[-0.8446522, -3.1281633e-07, -2.577686e-06, -6.0345924e-06, -6.704273e-07, -1.0445127e-05]","[42.97067842436057, 99.99996871837189, 99.99974223173223, 99.99939654258081, 99.99993295729247, 99.99895549275502]",A
"['B', ')', ' England']","[-0.43602648, -1.7432603e-06, -1.7432603e-06]","[64.6600603724756, 99.99982567412195, 99.99982567412195]",A
"['A', ')', ' Piper', 'ac', 'illin']","[-0.00017457757, -1.8624639e-06, -6.869018e-06, -7.9418505e-06, -1.7954959e-05]","[99.98254376677772, 99.99981375378344, 99.99931310055916, 99.99920581810365, 99.99820452021893]",A
"['D', ')', ' Alo', 'pecia', ' Aer', 'eta']","[-0.39936638, -1.8624639e-06, -1.4021238e-05, -4.723352e-06, -0.20059754, -0.003272899]","[67.07449088097695, 99.99981375378344, 99.9985978860297, 99.9995276659155, 81.8241674840245, 99.67324510955665]",C
"['A', ')', ' ', '3']","[-1.1895959, -1.9361265e-07, -5.419287e-05, -1.8624639e-06]","[30.434422472204055, 99.99998063873687, 99.99458085984071, 99.99981375378344]",C
"['A', ')', ' Large', ' size', ' baby']","[-0.00030150014, -1.147242e-06, -5.6769813e-06, -1.0921943e-05, -1.9816675e-06]","[99.96985453065997, 99.99988527586581, 99.9994323034814, 99.99890781166442, 99.99980183344636]",A
"['C', ')', ' Sc', 'int', 'illation', ' counter']","[-0.0018250041, -1.9361265e-07, -3.1281633e-07, -1.962381e-05, -8.657073e-06, -5.0497558e-05]","[99.81766602073726, 99.99998063873687, 99.99996871837189, 99.99803763825457, 99.99913429644724, 99.99495037169802]",C
"['D', ')', ' Ca', 'ec', 'um']","[-0.001789421, -1.0280384e-06, -5.4385737e-06, -1.9361265e-07, 0.0]","[99.82121790592221, 99.99989719621284, 99.9994561441089, 99.99998063873687, 100.0]",D
"['C', ')', ' Hyp', 'ov', 'olem', 'ia']","[-0.001726584, -1.9361265e-07, -2.1008714e-06, -1.5213274e-05, -9.0883464e-07, -7.89631e-07]","[99.82749056886736, 99.99998063873687, 99.99978991308069, 99.99847868417213, 99.9999091165773, 99.99992103693117]",C
"['C', ')', ' <', '600', ' mm', 'ol', '/L']","[-0.3823292, -6.0345924e-06, -7.89631e-07, -0.00016957101, -7.58424e-06, -3.1281633e-07, -4.3202e-07]","[68.22704128117124, 99.99939654258081, 99.99992103693117, 99.9830443366351, 99.99924157887602, 99.99996871837189, 99.99995679800934]",A
"['C', ')', ' Kid', 'ney']","[-0.0023279595, -6.704273e-07, -1.342522e-05, -2.1008714e-06]","[99.76747480962511, 99.99993295729247, 99.99865748701178, 99.99978991308069]",C
"['C', ')', ' Magn', 'esium', ' hydro', 'x', 'ide', ' and', ' Aluminium', ' hydro', 'x', 'ide']","[-0.059220213, -6.704273e-07, -2.9352968e-06, -3.8100377e-05, -7.465036e-06, -2.8160932e-06, -5.2001665e-06, -1.9361265e-07, -0.008197751, -2.129266e-05, -2.4584822e-06, -4.3202e-07]","[94.2499195727366, 99.99993295729247, 99.9997064707508, 99.99619003488101, 99.99925349918634, 99.99971839107651, 99.99947998470209, 99.99998063873687, 99.18357589295223, 99.9978707566687, 99.9997541520822, 99.99995679800934]",C
"['D', ')', ' Sens', 'ory', ',', ' aut', 'onomic', ' and', ' motor', ' nerves']","[-0.0027863383, -1.9361265e-07, -7.89631e-07, -3.1281633e-07, -1.9361265e-07, -6.778209e-05, -2.577686e-06, -0.040248644, -3.5313153e-06, -7.107425e-06]","[99.72175399376974, 99.99998063873687, 99.99992103693117, 99.99996871837189, 99.99998063873687, 99.9932220207154, 99.99974223173223, 96.05505743203989, 99.99964686909351, 99.99928926002578]",D
"['B', ')', ' ', '7', '.', '35']","[-0.15525681, -5.5122365e-07, -2.58224e-05, -1.3663626e-05, -4.3202e-07, -1.504853e-06]","[85.61952697403463, 99.9999448776502, 99.99741779333952, 99.99863364673469, 99.99995679800934, 99.99984951481323]",B
"['C', ')', ' CD', ' ', '134']","[-0.034411002, -5.5122365e-07, -3.4121115e-06, -5.145119e-05, -3.650519e-06]","[96.61743234426814, 99.9999448776502, 99.99965878943212, 99.99485501335897, 99.99963494876631]",C
"['B', ')', ' Mand', 'ible']","[-0.00027182576, -1.9361265e-07, -4.3202e-07, -2.4584822e-06]","[99.97282111812747, 99.99998063873687, 99.99995679800934, 99.9997541520822]",B
"['B', ')', ' Ac', 'ne']","[-0.00038050648, -1.9361265e-07, -1.147242e-06, -2.188868e-05]","[99.96195659034096, 99.99998063873687, 99.99988527586581, 99.99781115595555]",B
"['A', ')', ' Irr', 'itable', ' bowel', ' syndrome']","[-0.00018161058, -3.1281633e-07, -1.0280384e-06, -3.5313153e-06, -3.9650025e-05, -1.3902034e-05]","[99.98184059102032, 99.99996871837189, 99.99989719621284, 99.99964686909351, 99.99603507610519, 99.99860980626329]",A
"['B', ')', ' ', '60', '-', '120', ' cms']","[-0.018489959, -3.1281633e-07, -3.1424974e-05, -2.8564085e-05, -0.0006816957, -0.6008906, -8.006007e-05]","[98.16799315904974, 99.99996871837189, 99.99685755197594, 99.99714363229496, 99.93185366017244, 54.83230820363351, 99.99199431347219]",C
"['A', ')', ' Ang', 'ios', 'ar', 'coma', ' of', ' liver']","[-0.001137835, -5.5122365e-07, -3.1281633e-07, -5.7961847e-06, -2.808727e-05, -6.9882217e-06, 0.0, -4.6563837e-05]","[99.88628120887935, 99.9999448776502, 99.99996871837189, 99.99942038320978, 99.99719131244437, 99.99930118027176, 100.0, 99.99534372470787]",A
"['B', ')', ' I', 'le', 'um']","[-0.000397184, -1.6240566e-06, -6.749814e-06, -1.1994775e-05, -4.3202e-07]","[99.9602894867123, 99.99983759447187, 99.99932502087799, 99.9988005296937, 99.99995679800934]",B
"['A', ')', ' Hil', 'um', ' of', ' sple', 'en']","[-0.0012634483, -1.3856493e-06, -4.8425554e-06, -3.8219583e-05, 0.0, -0.00012213163, -1.9816675e-06]","[99.87373495147688, 99.99986143516601, 99.99951574563252, 99.9961781147359, 100.0, 99.98778758277639, 99.99980183344636]",A
"['A', ')', ' T', 'inea', ' scho', 'en', 'lein', 'ii']","[-0.0004510494, -1.9361265e-07, -7.89631e-07, -9.968313e-06, -0.00010843054, -4.9617593e-06, -2.8160932e-06, -3.1281633e-07]","[99.95490523074884, 99.99998063873687, 99.99992103693117, 99.99900317366834, 99.98915753383785, 99.99950382530095, 99.99971839107651, 99.99996871837189]",A
"['A', ')', ' Before', ' fertil', 'ization']","[-1.7099257, -1.147242e-06, -1.1279553e-05, -0.13331436, -0.021794694]","[18.08792314447598, 99.99988527586581, 99.9988720510614, 87.51899241555807, 97.84410942590021]",C
"['C', ')', ' Thy', 'rog', 'lob', 'ulin']","[-0.014630933, -5.5122365e-07, -1.504853e-06, -6.2729996e-06, -2.2484697e-05, -0.00015157493]","[98.54755790108013, 99.9999448776502, 99.99984951481323, 99.99937270200753, 99.99775155557788, 99.98484365568994]",C
"['B', ')', ' AR', 'PK', 'D']","[-0.040362578, -1.9361265e-07, -1.8624639e-06, -2.220075e-06, -1.9027791e-05]","[96.044114118546, 99.99998063873687, 99.99981375378344, 99.99977799274644, 99.99809723900273]",B
"['C', ')', ' Late', ' di', 'ast', 'ole']","[-0.26719838, -1.2664457e-06, -1.3856493e-06, -2.4391957e-05, -1.7432603e-06, -4.00813e-06]","[76.55211923068485, 99.99987335551019, 99.99986143516601, 99.99756083404814, 99.99982567412195, 99.99959918780326]",D
"['C', ')', ' Tensor', ' tym', 'pan', 'i']","[-0.058036555, -2.6968896e-06, -2.057744e-05, -0.0010471009, -1.11603495e-05, -4.4537377e-05]","[94.3615452943447, 99.99973031140365, 99.9979422771714, 99.89534471188537, 99.99888397127765, 99.99554636147742]",A
"['A', ')', ' Panel', ' discussion']","[-0.0017151589, -1.2664457e-06, -1.8624639e-06, -1.962381e-05]","[99.82863111444527, 99.99987335551019, 99.99981375378344, 99.99803763825457]",A
"['B', ')', ' Decre', 'ased', ' insulin', ',', ' increased', ' free', ' fatty', ' acid', ' which', ' is', ' equivalent', ' to', ' blood', ' glucose']","[-0.8654443, -5.5122365e-07, -2.1054253e-05, -1.5332478e-05, -6.704273e-07, -1.504853e-06, -5.7961847e-06, -7.89631e-07, -4.3202e-07, -0.00010545045, -2.7968066e-05, -1.7432603e-06, -1.7432603e-06, 0.0, -3.1281633e-07, -4.3202e-07]","[42.086452097464715, 99.9999448776502, 99.99789459686393, 99.99846676395418, 99.99993295729247, 99.99984951481323, 99.99942038320978, 99.99992103693117, 99.99995679800934, 99.98945551097033, 99.99720323251027, 99.99982567412195, 99.99982567412195, 100.0, 99.99996871837189, 99.99995679800934]",A
"['C', ')', ' Dys', 'pl', 'asia']","[-0.08000978, -3.1281633e-07, -5.5122365e-07, -1.0280384e-06, -1.9361265e-07]","[92.31073183529152, 99.99996871837189, 99.9999448776502, 99.99989719621284, 99.99998063873687]",C
"['D', ')', ' ', '50', '%', ' gly', 'cer', 'ine']","[-0.011550775, -4.3202e-07, -7.703444e-06, -2.8160932e-06, -1.0280384e-06, -0.00012368128, -5.5577775e-06, -0.00026157423]","[98.85156790900392, 99.99995679800934, 99.99922965856715, 99.99971839107651, 99.99989719621284, 99.98763263682142, 99.99944422379444, 99.97384599775563]",D
"['B', ')', ' L', 'act', 'ob', 'ac', 'illus']","[-8.590105e-05, -1.504853e-06, -9.0883464e-07, -1.9361265e-07, -2.1008714e-06, -3.1281633e-07, -2.9994528e-05]","[99.99141026393895, 99.99984951481323, 99.9999091165773, 99.99998063873687, 99.99978991308069, 99.99996871837189, 99.99700059218314]",B
"['B', ')', ' Light', ' chain', ' glob', 'ul', 'ins']","[-0.0001440651, -6.704273e-07, -1.0280384e-06, -4.604148e-06, -6.704273e-07, -1.7716551e-05, -1.9816675e-06]","[99.98559452768781, 99.99993295729247, 99.99989719621284, 99.99953958625991, 99.99993295729247, 99.99822836059373, 99.99980183344636]",B
"['A', ')', ' Met', 'form', 'in']","[-0.00018601745, -4.3202e-07, -1.9361265e-07, -3.888926e-06, -1.9361265e-07]","[99.98139998501732, 99.99995679800934, 99.99998063873687, 99.99961110815619, 99.99998063873687]",A
"['B', ')', ' ', '200', '6']","[-0.94978195, 0.0, -1.6762922e-05, -8.89548e-06, -1.7432603e-06]","[38.68253615292899, 100.0, 99.9983237218497, 99.99911045595647, 99.99982567412195]",B
"['B', ')', ' Collection', ' of', ' ser', 'o', '-s', 'angu', 'ine', 'ous', ' fluid', ' in', ' the', ' scalp']","[-0.101358496, -1.9361265e-07, -4.3202e-07, -3.1281633e-07, -3.0545007e-06, -2.0219828e-05, -5.5122365e-07, -4.604148e-06, -8.776276e-06, -1.3856493e-06, -5.5122365e-07, -3.1281633e-07, 0.0, -1.7432603e-06]","[90.36090345888233, 99.99998063873687, 99.99995679800934, 99.99996871837189, 99.9996945503965, 99.99797803764193, 99.9999448776502, 99.99953958625991, 99.99912237625114, 99.99986143516601, 99.9999448776502, 99.99996871837189, 100.0, 99.99982567412195]",B
"['A', ')', ' Le', 'uk', 'em', 'oid', ' reaction']","[-8.041768e-05, -4.3202e-07, -1.9361265e-07, -9.0883464e-07, -5.5980927e-05, -5.5122365e-07, -2.8160932e-06]","[99.9919585553415, 99.99995679800934, 99.99998063873687, 99.9999091165773, 99.99440206399028, 99.9999448776502, 99.99971839107651]",A
"['A', ')', ' C', '.', ' im', 'mit', 'is']","[-5.216641e-05, -6.0345924e-06, 0.0, -1.147242e-06, -1.4974867e-05, -2.6968896e-06, -2.6968896e-06]","[99.99478349506435, 99.99939654258081, 100.0, 99.99988527586581, 99.99850252451228, 99.99973031140365, 99.99973031140365]",A
"['C', ')', ' Vir', 'al', ' hepatitis', ' A']","[-0.5412776, -4.3202e-07, -9.0883464e-07, -2.220075e-06, -6.241792e-05, -2.8160932e-06]","[58.20042086031236, 99.99995679800934, 99.9999091165773, 99.99977799274644, 99.99375840279579, 99.99971839107651]",A
"['B', ')', ' ACE', ' inhibitors']","[-9.698699e-05, -1.9361265e-07, -1.8624639e-06, -0.00012523093]","[99.99030177130861, 99.99998063873687, 99.99981375378344, 99.98747769110656]",B
"['A', ')', ' C', ' J', ' virus']","[-0.02961487, -6.511407e-06, -0.00010258956, -1.11603495e-05, -0.0038766738]","[97.08193532168076, 99.99934886141992, 99.9897415702129, 99.99888397127765, 99.61308307991162]",A
"['A', ')', ' Neural', ' crest', ' cells']","[-0.00035024344, -1.9361265e-07, -1.3856493e-06, -1.4498052e-05, -1.8624639e-06]","[99.96498178880735, 99.99998063873687, 99.99986143516601, 99.99855020530963, 99.99981375378344]",A
"['A', ')', ' Cl', 'on', 'idine']","[-0.57903546, -5.4385737e-06, -3.4121115e-06, -8.657073e-06, -9.729906e-06]","[56.0438671466845, 99.9994561441089, 99.99965878943212, 99.99913429644724, 99.99902701413353]",D
"['A', ')', ' Ed', 'ema']","[-0.3881856, -5.5122365e-07, -1.6240566e-06, -7.822647e-06]","[67.82864416172285, 99.9999448776502, 99.99983759447187, 99.99921773835968]",A
"['B', ')', ' Post', 'erior']","[-1.1613662, -3.1281633e-07, -4.723352e-06, -4.246537e-06]","[31.30581884904573, 99.99996871837189, 99.9995276659155, 99.99957534720166]",B
"['A', ')', ' Ga', 'str', 'ic', ' aden', 'oc', 'arc', 'in', 'oma']","[-1.7080166, -2.0935051e-05, -0.00010247036, -5.5122365e-07, -1.9816675e-06, -3.22594e-05, -1.3856493e-06, -1.2664457e-06, -3.4762674e-05, -9.0883464e-07]","[18.122487781727546, 99.99790651681366, 99.9897534889908, 99.9999448776502, 99.99980183344636, 99.99677411203288, 99.99986143516601, 99.99987335551019, 99.99652379302148, 99.9999091165773]",C
"['C', ')', ' Period', 'ont', 'al', ' Lig', 'ament']","[-0.0035880718, -4.3202e-07, -2.3392786e-06, -8.061054e-06, -2.220075e-06, -8.45898e-05, -6.749814e-06]","[99.6418357637561, 99.99995679800934, 99.9997660724136, 99.99919389784903, 99.99977799274644, 99.99154137776162, 99.99932502087799]",C
"['B', ')', ' A', 'tr', 'ac', 'ur', 'ium']","[-0.032474045, -4.3202e-07, -4.3202e-07, -2.4584822e-06, -3.0545007e-06, -2.319992e-05, -1.9361265e-07]","[96.80475751800543, 99.99995679800934, 99.99995679800934, 99.9997541520822, 99.9996945503965, 99.99768003491161, 99.99998063873687]",B
"['A', ')', ' G', 'land', 'ular']","[-0.4738852, -7.89631e-07, -7.89631e-07, -1.9361265e-07, -1.2664457e-06]","[62.25787205024624, 99.99992103693117, 99.99992103693117, 99.99998063873687, 99.99987335551019]",A
"['B', ')', ' Para', '-a', 'ortic']","[-0.0015230757, -5.5122365e-07, -5.3193703e-06, -9.0883464e-07, -2.3392786e-06]","[99.84780835911565, 99.9999448776502, 99.99946806438477, 99.9999091165773, 99.9997660724136]",B
"['A', ')', ' L', '5']","[-0.0025537848, -9.0883464e-07, -1.6240566e-06, 0.0]","[99.74494733342875, 99.9999091165773, 99.99983759447187, 100.0]",A
"['D', ')', ' L', '-', 'Ph', 'en', 'yl', 'alan', 'ine']","[-0.0935978, -1.3856493e-06, -4.723352e-06, -1.6240566e-06, -1.9816675e-06, -6.749814e-06, -3.23786e-05, -3.2929079e-06, -3.1737043e-06]","[91.06489516034847, 99.99986143516601, 99.9995276659155, 99.99983759447187, 99.99980183344636, 99.99932502087799, 99.99676219241812, 99.99967070975217, 99.99968263007362]",D
"['A', ')', ' M', 'igr', 'atory', ' throm', 'b', 'oph', 'le', 'bit', 'is', ' seen', ' in', ' pancreatic', ' Ca']","[-0.9354291, -4.00813e-06, -3.786197e-05, -5.5122365e-07, -4.604148e-06, -1.1994775e-05, -5.6219335e-05, -1.18755715e-05, -8.10137e-05, -5.6769813e-06, -3.2929079e-06, -3.5313153e-06, -3.2929079e-06, -4.0603656e-05, -4.1080468e-05]","[39.24174430742413, 99.99959918780326, 99.99621387467553, 99.9999448776502, 99.99953958625991, 99.9988005296937, 99.99437822452772, 99.99881244990144, 99.99189895815212, 99.9994323034814, 99.99967070975217, 99.99964686909351, 99.99967070975217, 99.99593971683173, 99.9958920375791]",D
"['A', ')', ' Continuous', ' positive', ' pressure', ' ventilation', '.']","[-0.0003278368, -1.9361265e-07, -2.577686e-06, -1.3902034e-05, -5.2047206e-05, -3.1281633e-07, -0.002278246]","[99.96722169326118, 99.99998063873687, 99.99974223173223, 99.99860980626329, 99.99479541484322, 99.99996871837189, 99.77243472327038]",A
"['B', ')', ' Ble', 'eding']","[-0.0016658965, -1.504853e-06, -1.9361265e-07, -3.1281633e-07]","[99.83354903353595, 99.99984951481323, 99.99998063873687, 99.99996871837189]",B
"['D', ')', ' Select', 'ive', ' prog', 'ester', 'one', ' receptor', ' mod', 'ulator']","[-0.0003036458, 0.0, -3.888926e-06, -6.82589e-05, -2.6968896e-06, 0.0, -1.3856493e-06, -7.89631e-07, 0.0, -1.504853e-06]","[99.96964002957202, 100.0, 99.99961110815619, 99.99317434295857, 99.99973031140365, 100.0, 99.99986143516601, 99.99992103693117, 100.0, 99.99984951481323]",D
"['B', ')', ' H', 'CV']","[-0.13659018, 0.0, -1.9816675e-06, -1.9361265e-07]","[87.23276502049472, 100.0, 99.99980183344636, 99.99998063873687]",B
"['A', ')', ' F', 'ibr', 'illin', ' ', '1']","[-0.00033022088, -1.0280384e-06, -9.0883464e-07, -1.147242e-06, -9.186123e-05, -3.650519e-06, 0.0]","[99.96698336369137, 99.99989719621284, 99.9999091165773, 99.99988527586581, 99.99081429891136, 99.99963494876631, 100.0]",A
"['C', ')', ' DNA', ' prim', 'ase']","[-0.00039170796, -1.9361265e-07, -4.8709502e-05, -2.749125e-05, -4.604148e-06]","[99.9608368747547, 99.99998063873687, 99.99512916842886, 99.99725091278809, 99.99953958625991]",C
"['C', ')', ' ', '3']","[-0.73483783, -1.7432603e-06, -6.682846e-05, -5.5122365e-07]","[47.95832266808001, 99.99982567412195, 99.99331737729717, 99.9999448776502]",B
"['D', ')', ' Eth', 'amb', 'ut', 'ol']","[-0.1468244, -2.9352968e-06, -3.0545007e-06, -4.1273333e-06, -5.2001665e-06, 0.0]","[86.34455851495233, 99.9997064707508, 99.9996945503965, 99.99958726752173, 99.99947998470209, 100.0]",D
"['D', ')', ' Se', 'vere', ' dehydration']","[-0.00012190055, -1.9361265e-07, -1.9361265e-07, -7.89631e-07, -4.00813e-06]","[99.98781068795701, 99.99998063873687, 99.99998063873687, 99.99992103693117, 99.99959918780326]",D
"['A', ')', ' Breast', ' cyst']","[-0.00036525945, -1.0280384e-06, -1.0280384e-06, -0.00083261676]","[99.96348072491118, 99.99989719621284, 99.99989719621284, 99.91677297691524]",A
"['A', ')', ' Cross', ' blood', ' brain', ' barrier']","[-0.0005009664, -1.8624639e-06, -3.333223e-05, -2.8206474e-05, -2.7014437e-05, -1.504853e-06]","[99.94991590627153, 99.99981375378344, 99.99666683255126, 99.99717939237989, 99.99729859278867, 99.99984951481323]",A
"['B', ')', ' Prote', 'us']","[-0.99384916, -1.7432603e-06, -2.7133641e-05, -1.0280384e-06]","[37.01491820038388, 99.99982567412195, 99.9972866727114, 99.99989719621284]",A
"['B', ')', ' B', '.', ' <', '1', ' micron']","[-0.64370996, -0.098087475, -0.046786927, -8.061054e-06, -1.9385403e-05, -9.4914985e-06, -2.1008714e-06]","[52.53398145327458, 90.65695981097463, 95.42907095138095, 99.99919389784903, 99.99806147848957, 99.99905085465441, 99.99978991308069]",A
"['C', ')', ' ', '350', '0']","[-2.68639, -3.1737043e-06, -4.5133394e-05, -5.8603408e-05, -9.0883464e-07]","[6.812643241122231, 99.99968263007362, 99.99548676244963, 99.99413983091462, 99.9999091165773]",B
"['D', ')', ' Nil', ' Les', 'ion']","[-0.0009861273, -6.704273e-07, -8.537869e-06, -0.00030209616, -1.7835755e-05]","[99.90143587637392, 99.99993295729247, 99.99914621674475, 99.96979494664502, 99.99821644040561]",C
"['A', ')', ' Ros', 'ig', 'lit', 'az', 'one']","[-0.06452599, -3.1737043e-06, -2.4584822e-06, -6.8854926e-05, -7.58424e-06, -1.0564331e-05, 0.0]","[93.75117480150809, 99.99968263007362, 99.9997541520822, 99.9931147444446, 99.99924157887602, 99.99894357248024, 100.0]",A
"['B', ')', ' Ga', 'str', 'in', 'oma']","[-0.009744048, -3.1281633e-07, -4.3202e-07, 0.0, -5.9153886e-06, -2.4584822e-06]","[99.03032714167712, 99.99996871837189, 99.99995679800934, 100.0, 99.99940846288958, 99.9997541520822]",B
"['A', ')', ' E', 'SR']","[-0.025246453, -1.3856493e-06, -8.776276e-06, -2.577686e-06]","[97.50695735918644, 99.99986143516601, 99.99912237625114, 99.99974223173223]",C
"['C', ')', ' P', 'seud', 'omon', 'as']","[-0.00055494, -1.0280384e-06, -5.5122365e-07, -4.00813e-06, -1.3067608e-05, -3.1737043e-06]","[99.94452139507227, 99.99989719621284, 99.9999448776502, 99.99959918780326, 99.99869324773807, 99.99968263007362]",C
"['B', ')', ' <', ' ', '200', ' cells', ' /', ' mm', '3']","[-0.021598607, -9.0883464e-07, -5.5122365e-07, -0.00036965898, -7.171581e-05, -3.5313153e-06, -0.02988447, -0.0002352449, -5.5122365e-07]","[97.86329726496663, 99.9999091165773, 99.9999448776502, 99.96304093354627, 99.99282867615172, 99.99964686909351, 97.05576555976046, 99.9764782767912, 99.9999448776502]",B
"['A', ')', ' Then', 'ar', ' space']","[-0.13273309, -6.704273e-07, -1.2664457e-06, -1.2590794e-05, -2.1769476e-05]","[87.5698793683762, 99.99993295729247, 99.99987335551019, 99.99874092852637, 99.99782307609534]",A
"['B', ')', ' Physical', ' examination']","[-0.0017146894, -3.1281633e-07, -2.8160932e-06, -2.1650272e-05]","[99.82867798399859, 99.99996871837189, 99.99971839107651, 99.99783499623655]",B
"['C', ')', ' ', '6', ' months']","[-0.048163142, -1.9361265e-07, -2.1411865e-05, -1.0280384e-06, -1.6240566e-06]","[95.29783036085003, 99.99998063873687, 99.99785883642323, 99.99989719621284, 99.99983759447187]",A
"['A', ')', ' Post', ' traumatic', ' stress', ' disorder']","[-0.0002663424, -2.8160932e-06, -4.1273333e-06, -0.00086644123, -7.89631e-07, -1.147242e-06]","[99.97336930659883, 99.99971839107651, 99.99958726752173, 99.91339340218168, 99.99992103693117, 99.99988527586581]",A
"['B', ')', ' C', 'avern', 'ous', ' hem', 'angi', 'oma']","[-0.09815674, -5.5122365e-07, -4.3202e-07, -6.704273e-07, -3.650519e-06, -8.709308e-05, -1.4378848e-05, -1.6240566e-06]","[90.65068067411804, 99.9999448776502, 99.99995679800934, 99.99993295729247, 99.99963494876631, 99.99129107124922, 99.99856212553752, 99.99983759447187]",B
"['D', ')', ' Lor', 'az', 'epam']","[-0.0001136755, -1.0280384e-06, -4.3202e-07, -1.3856493e-06, -9.729906e-06]","[99.98863309608149, 99.99989719621284, 99.99995679800934, 99.99986143516601, 99.99902701413353]",D
"['A', ')', ' C', 'ere', 'bral', ' cortex']","[-0.22779703, -3.1737043e-06, -1.4259645e-05, -8.180258e-06, -2.4987974e-05, -0.012380379]","[79.62858655764762, 99.99968263007362, 99.99857404566683, 99.99918197754583, 99.99750123381969, 98.76959426039521]",C
"['A', ')', ' Anti', '-cent', 'rom', 'ere']","[-4.012684e-05, -1.0280384e-06, -4.8425554e-06, -3.6073914e-05, -1.473646e-05, -1.6240566e-06]","[99.99598739650709, 99.99989719621284, 99.99951574563252, 99.99639267366558, 99.99852636485811, 99.99983759447187]",A
"['J', 'eryl', ' Lynn']","[-5.424961, -4.692145e-05, -0.00010986099]","[0.44052379627388133, 99.9953079650794, 99.98901450444976]",A
"['A', ')', ' An', 'ky', 'losing', ' s', 'pond', 'yl', 'itis']","[-0.002400386, -4.3202e-07, 0.0, -1.9361265e-07, -1.147242e-06, -2.58224e-05, -2.6968896e-06, -3.0545007e-06, -3.2929079e-06]","[99.76024926227453, 99.99995679800934, 100.0, 99.99998063873687, 99.99988527586581, 99.99741779333952, 99.99973031140365, 99.9996945503965, 99.99967070975217]",A
"['C', ')', ' Gn', 'RH', ' agon', 'ist']","[-0.00029458632, -1.9361265e-07, -9.0883464e-07, -9.0883464e-07, -1.2352386e-05, -1.9361265e-07]","[99.97054570662895, 99.99998063873687, 99.9999091165773, 99.9999091165773, 99.99876476902904, 99.99998063873687]",C
"['C', ')', ' Acid', ' phosph', 'at', 'ase']","[-0.09555613, -3.1281633e-07, 0.0, -5.1331983e-05, -2.8444882e-05, -2.4584822e-06]","[90.88673454978135, 99.99996871837189, 100.0, 99.99486693344637, 99.99715555225518, 99.9997541520822]",A
"['C', ')', ' ', '400', ' mg']","[-0.0010476969, -6.704273e-07, -3.1281633e-07, -1.0802739e-05, -2.577686e-06]","[99.89528517427766, 99.99993295729247, 99.99996871837189, 99.99891973193493, 99.99974223173223]",A
"['A', ')', ' R', 'icket', 'ts', 'ial', ' infection']","[-0.0075497166, -2.577686e-06, -1.6240566e-06, -1.4855664e-05, -2.6968896e-06, -6.704273e-07, -1.5451682e-05]","[99.24787109254638, 99.99974223173223, 99.99983759447187, 99.99851444463448, 99.99973031140365, 99.99993295729247, 99.99845484373766]",A
